model,mae,acc,pre,rec
PatchMixer_part0,14.4842560824848,0.9099462365591398,0.7454545454545455,0.6776859504132231
PatchMixer_part1,14.293027481739072,0.9510869565217392,0.9152542372881356,0.7105263157894737
PatchMixer_part2,15.725826828269398,0.9716577540106952,0.8571428571428571,0.1034482758620689
PatchMixer_avg,14.83437013083109,0.9442303156971915,0.8392838799618461,0.49722018068825524
