model,mae,acc,pre,rec
RandomForestRegressor_part0,15.395250195770508,0.8897849462365591,0.8305084745762712,0.4049586776859504
RandomForestRegressor_part1,16.267062725382413,0.947463768115942,0.979591836734694,0.631578947368421
RandomForestRegressor_part2,18.13552941766716,0.9689839572192512,,0.0
RandomForestRegressor_avg,16.599280779606694,0.9354108905239175,0.9050501556554826,0.34551254168479045
