model,mae,acc,pre,rec
AdaBoostRegressor_part0,15.28160612035294,0.8830645161290323,0.7236842105263158,0.4545454545454545
AdaBoostRegressor_part1,15.344119811596649,0.9510869565217392,0.9622641509433962,0.6710526315789473
AdaBoostRegressor_part2,16.820323069124242,0.9689839572192512,0.5,0.0172413793103448
AdaBoostRegressor_avg,15.815349667024611,0.934378476623341,0.7286494538232374,0.3809464884782489
