model,mae,acc,pre,rec
DPAD_part0,15.360299111534191,0.8911290322580645,0.7083333333333334,0.5619834710743802
DPAD_part1,15.034521653168444,0.9456521739130436,0.896551724137931,0.6842105263157895
DPAD_part2,16.086285102845512,0.9684491978609626,0.4,0.0344827586206896
DPAD_avg,15.493701955849383,0.9350768013440236,0.6682950191570881,0.42689225200361974
