model,mae,acc,pre,rec
GRU_part0,15.808364345021143,0.8991935483870968,0.8194444444444444,0.4876033057851239
GRU_part1,15.27979811982832,0.9510869565217392,0.9803921568627452,0.6578947368421053
GRU_part2,16.540196448373283,0.9705882352941176,0.8,0.0689655172413793
GRU_avg,15.876119637740914,0.9402895800676512,0.8666122004357298,0.4048211866228695
