model,mae,acc,pre,rec
GradientBoostingRegressor_part0,17.096512360127182,0.8951612903225806,0.6869565217391305,0.6528925619834711
GradientBoostingRegressor_part1,16.435152216519214,0.9420289855072465,0.8235294117647058,0.7368421052631579
GradientBoostingRegressor_part2,17.129703107266828,0.9647058823529412,0.3461538461538461,0.1551724137931034
GradientBoostingRegressor_avg,16.887122561304405,0.9339653860609228,0.6188799265525607,0.5149690270132441
