,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-11-30 00:00:00,0.0,0,2,0,11,2022,False,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.08952252252252252,2.131008,0.0,0.0,1.7209166666666664
2022-11-30 01:00:00,0.0,0,2,1,11,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,3.9558139534883723,0.0,0.0,1.7209166666666664
2022-11-30 02:00:00,0.0,0,2,2,11,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,4.549186046511628,0.0,0.0,1.7209166666666664
2022-11-30 03:00:00,0.0,0,2,3,11,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,1.081,0.0,0.0,1.7209166666666664
2022-11-30 04:00:00,0.0,0,2,4,11,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,4.476126126126126,0.0,0.0,1.7209166666666664
2022-11-30 05:00:00,0.0,0,2,5,11,2022,False,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,5.371351351351351,0.0,0.0,1.7209166666666664
2022-11-30 06:00:00,1.9236176470588235,1,2,6,11,2022,True,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,0.08952252252252252,0.0,0.0,1.8010674019607842
2022-11-30 07:00:00,7.757730830853742,2,2,7,11,2022,True,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,1.9236176470588235,0.0,0.0,0.0,1.0041760563380282,2.12430618657969
2022-11-30 08:00:00,7.822869420920118,2,2,8,11,2022,True,0,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,7.757730830853742,0.0,0.0,2.3893119999999994,2.0776056338028166,2.350704412451362
2022-11-30 09:00:00,5.997898832684824,1,2,9,11,2022,True,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,7.822869420920118,0.0,0.0,3.8745599999999993,1.8352183098591548,2.439176863813229
2022-11-30 10:00:00,5.997898832684824,1,2,10,11,2022,True,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.997898832684824,0.0,0.0,8.477559999999999,0.0,2.3358576485084304
2022-11-30 11:00:00,2.898984435797665,1,2,11,11,2022,True,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.997898832684824,0.0,0.0,4.906559999999999,0.0,2.2522086666666667
2022-11-30 12:00:00,2.5571614583333333,1,2,12,11,2022,True,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,2.898984435797665,1.9236176470588235,0.0,2.131008,0.0,2.2699650607638886
2022-11-30 13:00:00,6.1371875,1,2,13,11,2022,True,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,2.5571614583333333,7.757730830853742,0.0,3.9558139534883723,1.025,2.3608556252018733
2022-11-30 14:00:00,6.1371875,1,2,14,11,2022,True,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,6.1371875,7.822869420920118,0.0,4.549186046511628,0.0,2.4270223524305554
2022-11-30 15:00:00,8.644774730477856,2,2,15,11,2022,True,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,6.1371875,5.997898832684824,0.0,1.081,5.094,2.7421796328671326
2022-11-30 16:00:00,5.357307692307692,2,2,16,11,2022,True,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,8.644774730477856,5.997898832684824,0.0,4.476126126126126,0.0,2.7788955314580313
2022-11-30 17:00:00,7.045944055944055,2,2,17,11,2022,True,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.357307692307692,2.898984435797665,0.0,5.371351351351351,0.0,2.8486702274827276
2022-11-30 18:00:00,4.344125874125874,1,2,18,11,2022,True,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,7.045944055944055,2.5571614583333333,1.9236176470588235,0.08952252252252252,0.0,3.025945367132867
2022-11-30 19:00:00,3.837311188811189,1,2,19,11,2022,False,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,4.344125874125874,6.1371875,7.757730830853742,0.0,0.0,3.185833333333333
2022-11-30 20:00:00,0.0,0,2,20,11,2022,False,0,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,3.837311188811189,6.1371875,7.822869420920118,0.0,0.0,3.185833333333333
2022-11-30 21:00:00,0.0,0,2,21,11,2022,False,0,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,8.644774730477856,5.997898832684824,0.0,0.0,3.185833333333333
2022-11-30 22:00:00,0.0,0,2,22,11,2022,False,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,5.357307692307692,5.997898832684824,0.0,0.0,3.185833333333333
2022-11-30 23:00:00,0.0,0,2,23,11,2022,False,0,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,7.045944055944055,2.898984435797665,0.0,0.0,3.185833333333333
2022-12-01 00:00:00,0.0,0,3,0,12,2022,False,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,4.344125874125874,2.5571614583333333,0.0,0.0,3.185833333333333
2022-12-01 01:00:00,0.0,0,3,1,12,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,3.837311188811189,6.1371875,0.0,0.0,3.185833333333333
2022-12-01 02:00:00,0.0,0,3,2,12,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,0.0,6.1371875,0.0,0.0,3.185833333333333
2022-12-01 03:00:00,0.0,0,3,3,12,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,0.0,8.644774730477856,0.0,0.0,3.185833333333333
