,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2022-11-30 00:00:00,0.0,0,2,0,11,2022,False,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,7.588122689075631,2.2483720930232556,0.0,0.0,2.4509583333333342
2022-11-30 01:00:00,0.0,0,2,1,11,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,8.035669467787116,2.2483720930232556,0.0,0.0,2.4509583333333342
2022-11-30 02:00:00,0.0,0,2,2,11,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,6.080571428571429,2.2483720930232556,0.0,0.0,2.4509583333333342
2022-11-30 03:00:00,0.0,0,2,3,11,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,6.080571428571429,0.4871472868217054,0.0,0.0,2.4509583333333342
2022-11-30 04:00:00,0.0,0,2,4,11,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,5.340457142857143,3.6979347028613354,0.0,0.0,2.4509583333333342
2022-11-30 05:00:00,0.0,0,2,5,11,2022,False,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,3.27067314027592,0.0,0.0,2.4509583333333342
2022-11-30 06:00:00,3.8451359649122807,2,2,6,11,2022,True,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,7.588122689075631,0.0,4.8331904761904765,2.611172331871346
2022-11-30 07:00:00,5.856864035087719,2,2,7,11,2022,True,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,3.8451359649122807,0.0,8.035669467787116,6.108539325842696,5.363285714285714,2.6006858614232216
2022-11-30 08:00:00,0.0,0,2,8,11,2022,True,0,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.856864035087719,0.0,6.080571428571429,2.9524606741573036,6.289339673126478,2.4776666666666673
2022-11-30 09:00:00,8.248059523809525,3,2,9,11,2022,True,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,0.0,0.0,6.080571428571429,0.0,9.351903434642946,2.8213358134920643
2022-11-30 10:00:00,5.749642857142858,1,2,10,11,2022,True,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,8.248059523809525,0.0,5.340457142857143,0.1873643410852713,5.8794736842105255,3.053097418327797
2022-11-30 11:00:00,5.901863909774437,2,2,11,11,2022,True,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.749642857142858,0.0,0.0,2.2483720930232556,7.8154736842105255,3.2053262440257626
2022-11-30 12:00:00,3.2884186716791977,3,2,12,11,2022,True,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,5.901863909774437,3.8451359649122807,0.0,2.2483720930232556,10.328301117838844,3.248661518136427
2022-11-30 13:00:00,6.574146766917293,3,2,13,11,2022,True,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,3.2884186716791977,5.856864035087719,0.0,2.2483720930232556,8.264462893960566,3.4289021295486783
2022-11-30 14:00:00,10.048112481203006,3,2,14,11,2022,True,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,6.574146766917293,0.0,0.0,2.2483720930232556,7.2849365781710915,3.7538913123895017
2022-11-30 15:00:00,10.636927099143206,3,2,15,11,2022,True,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,10.048112481203006,8.248059523809525,0.0,0.4871472868217054,6.943943824547903,4.176798804569564
2022-11-30 16:00:00,21.790265425295946,6,2,16,11,2022,True,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,10.636927099143206,5.749642857142858,0.0,3.6979347028613354,1.9966889188149288,4.930645918004339
2022-11-30 17:00:00,17.633093958232607,6,2,17,11,2022,True,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,21.790265425295946,5.901863909774437,0.0,3.27067314027592,0.0,5.5290801187525345
2022-11-30 18:00:00,10.707005787488619,3,2,18,11,2022,True,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,17.633093958232607,3.2884186716791977,3.8451359649122807,7.588122689075631,0.0,5.659033581186409
2022-11-30 19:00:00,13.308755613620104,4,2,19,11,2022,False,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,10.707005787488619,6.574146766917293,5.856864035087719,8.035669467787116,0.0,5.8787455039294505
2022-11-30 20:00:00,6.9974519815225875,4,2,20,11,2022,False,0,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,13.308755613620104,10.048112481203006,0.0,6.080571428571429,0.0,5.916948860302416
2022-11-30 21:00:00,6.500131981522587,2,2,21,11,2022,False,0,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,6.9974519815225875,10.636927099143206,8.248059523809525,6.080571428571429,0.0,5.934430550008713
2022-11-30 22:00:00,2.6951239426480296,2,2,22,11,2022,False,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,6.500131981522587,21.790265425295946,5.749642857142858,5.340457142857143,0.0,5.824208333333334
2022-11-30 23:00:00,0.0,0,2,23,11,2022,False,0,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,Autumn,2.6951239426480296,17.633093958232607,5.901863909774437,0.0,0.0,5.824208333333334
2022-12-01 00:00:00,0.0,0,3,0,12,2022,False,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,10.707005787488619,3.2884186716791977,0.0,0.0,5.824208333333334
2022-12-01 01:00:00,0.0,0,3,1,12,2022,False,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,13.308755613620104,6.574146766917293,0.0,0.0,5.824208333333334
2022-12-01 02:00:00,0.0,0,3,2,12,2022,False,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,6.9974519815225875,10.048112481203006,0.0,0.0,5.824208333333334
2022-12-01 03:00:00,0.0,0,3,3,12,2022,False,0,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,6.500131981522587,10.636927099143206,0.0,0.0,5.824208333333334
2022-12-01 04:00:00,0.0,0,3,4,12,2022,False,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,Winter,0.0,2.6951239426480296,21.790265425295946,0.0,0.0,5.824208333333334
