"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"1/10/2023 8 a.m. MST",5357,5345,5562,205
PSCO,"1/10/2023 9 a.m. MST",5196,5306,5446,250
PSCO,"1/10/2023 10 a.m. MST",5027,5056,5335,308
PSCO,"1/10/2023 11 a.m. MST",4870,4897,5160,290
PSCO,"1/10/2023 12 p.m. MST",4819,4772,5127,308
PSCO,"1/10/2023 1 p.m. MST",4744,4716,5032,288
PSCO,"1/10/2023 2 p.m. MST",4720,4655,5075,355
PSCO,"1/10/2023 3 p.m. MST",4720,4652,5090,370
PSCO,"1/10/2023 4 p.m. MST",4855,4788,5188,333
PSCO,"1/10/2023 5 p.m. MST",5166,5072,5482,316
PSCO,"1/10/2023 6 p.m. MST",5505,5445,5867,362
PSCO,"1/10/2023 7 p.m. MST",5470,5458,5691,221
PSCO,"1/10/2023 8 p.m. MST",5323,5368,5538,215
PSCO,"1/10/2023 9 p.m. MST",5157,5153,5431,274
PSCO,"1/10/2023 10 p.m. MST",4929,4927,5215,286
PSCO,"1/10/2023 11 p.m. MST",4629,4666,4960,331
PSCO,"1/11/2023 12 a.m. MST",4412,4468,4752,340
PSCO,"1/11/2023 1 a.m. MST",4287,4289,4536,249
PSCO,"1/11/2023 2 a.m. MST",4207,4255,4403,196
PSCO,"1/11/2023 3 a.m. MST",4215,4269,4399,184
PSCO,"1/11/2023 4 a.m. MST",4241,4307,4493,252
PSCO,"1/11/2023 5 a.m. MST",4335,4454,4509,174
PSCO,"1/11/2023 6 a.m. MST",4588,4683,4742,154
PSCO,"1/11/2023 7 a.m. MST",5070,5138,5152,82
PSCO,"1/11/2023 8 a.m. MST",5279,5355,5568,289
PSCO,"1/11/2023 9 a.m. MST",5468,5342,5662,194
PSCO,"1/11/2023 10 a.m. MST",5602,5269,5714,112
PSCO,"1/11/2023 11 a.m. MST",5715,5171,5898,183
PSCO,"1/11/2023 12 p.m. MST",5706,5105,5985,279
PSCO,"1/11/2023 1 p.m. MST",5608,5123,6078,470
PSCO,"1/11/2023 2 p.m. MST",5538,5141,5982,444
PSCO,"1/11/2023 3 p.m. MST",5531,5162,5883,352
PSCO,"1/11/2023 4 p.m. MST",5595,5275,5908,313
PSCO,"1/11/2023 5 p.m. MST",5817,5489,6044,227
PSCO,"1/11/2023 6 p.m. MST",6048,5726,6329,281
PSCO,"1/11/2023 7 p.m. MST",5940,5693,6290,350
PSCO,"1/11/2023 8 p.m. MST",5774,5548,6098,324
PSCO,"1/11/2023 9 p.m. MST",5613,5359,5985,372
PSCO,"1/11/2023 10 p.m. MST",5332,5136,5689,357
PSCO,"1/11/2023 11 p.m. MST",5022,4863,5302,280
PSCO,"1/12/2023 12 a.m. MST",4781,4644,5041,260
PSCO,"1/12/2023 1 a.m. MST",4616,4500,4886,270
PSCO,"1/12/2023 2 a.m. MST",4531,4409,4813,282
PSCO,"1/12/2023 3 a.m. MST",4481,4396,4891,410
PSCO,"1/12/2023 4 a.m. MST",4484,4484,4848,364
PSCO,"1/12/2023 5 a.m. MST",4590,4569,4786,196
PSCO,"1/12/2023 6 a.m. MST",4874,4860,5174,300
PSCO,"1/12/2023 7 a.m. MST",5370,5263,5647,277
PSCO,"1/12/2023 8 a.m. MST",5654,5443,5878,224
PSCO,"1/12/2023 9 a.m. MST",5512,5369,5790,278
PSCO,"1/12/2023 10 a.m. MST",5244,5208,5558,314
PSCO,"1/12/2023 11 a.m. MST",5046,5045,5279,233
PSCO,"1/12/2023 12 p.m. MST",4925,4886,5225,300
PSCO,"1/12/2023 1 p.m. MST",4817,4811,5187,370
PSCO,"1/12/2023 2 p.m. MST",4792,4746,5141,349
PSCO,"1/12/2023 3 p.m. MST",4807,4753,5015,208
PSCO,"1/12/2023 4 p.m. MST",4945,4887,5072,127
PSCO,"1/12/2023 5 p.m. MST",5238,5154,5392,154
PSCO,"1/12/2023 6 p.m. MST",5629,5582,5772,143
PSCO,"1/12/2023 7 p.m. MST",5627,5605,5940,313
PSCO,"1/12/2023 8 p.m. MST",5537,5508,5869,332
PSCO,"1/12/2023 9 p.m. MST",5464,5365,5755,291
PSCO,"1/12/2023 10 p.m. MST",5250,5170,5644,394
PSCO,"1/12/2023 11 p.m. MST",5002,4899,5302,300
PSCO,"1/13/2023 12 a.m. MST",4770,4657,5094,324
PSCO,"1/13/2023 1 a.m. MST",4604,4538,4873,269
PSCO,"1/13/2023 2 a.m. MST",4505,4445,4676,171
PSCO,"1/13/2023 3 a.m. MST",4464,4394,4664,200
PSCO,"1/13/2023 4 a.m. MST",4465,4453,4657,192
PSCO,"1/13/2023 5 a.m. MST",4596,4588,4805,209
PSCO,"1/13/2023 6 a.m. MST",4844,4853,5109,265
PSCO,"1/13/2023 7 a.m. MST",5216,5242,5429,213
PSCO,"1/13/2023 8 a.m. MST",5394,5398,5652,258
PSCO,"1/13/2023 9 a.m. MST",5292,5346,5561,269
PSCO,"1/13/2023 10 a.m. MST",5096,5094,5306,210
PSCO,"1/13/2023 11 a.m. MST",4855,4921,5112,257
PSCO,"1/13/2023 12 p.m. MST",4749,4819,5000,251
PSCO,"1/13/2023 1 p.m. MST",4654,4739,4901,247
PSCO,"1/13/2023 2 p.m. MST",4605,4664,4811,206
PSCO,"1/13/2023 3 p.m. MST",4603,4628,4825,222
PSCO,"1/13/2023 4 p.m. MST",4779,4798,4934,155
PSCO,"1/13/2023 5 p.m. MST",5067,5004,5194,127
PSCO,"1/13/2023 6 p.m. MST",5442,5368,5521,79
PSCO,"1/13/2023 7 p.m. MST",5424,5355,5539,115
