"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"2/7/2023 5 a.m. MST",4697,4527,4873,176
PSCO,"2/7/2023 6 a.m. MST",4989,4806,5279,290
PSCO,"2/7/2023 7 a.m. MST",5419,5251,5697,278
PSCO,"2/7/2023 8 a.m. MST",5542,5385,5820,278
PSCO,"2/7/2023 9 a.m. MST",5308,5231,5539,231
PSCO,"2/7/2023 10 a.m. MST",4982,5055,5228,246
PSCO,"2/7/2023 11 a.m. MST",4941,4874,5225,284
PSCO,"2/7/2023 12 p.m. MST",4777,4706,5159,382
PSCO,"2/7/2023 1 p.m. MST",4663,4599,5041,378
PSCO,"2/7/2023 2 p.m. MST",4574,4509,4936,362
PSCO,"2/7/2023 3 p.m. MST",4593,4520,4737,144
PSCO,"2/7/2023 4 p.m. MST",4716,4642,4839,123
PSCO,"2/7/2023 5 p.m. MST",4939,4873,5034,95
PSCO,"2/7/2023 6 p.m. MST",5326,5198,5394,68
PSCO,"2/7/2023 7 p.m. MST",5504,5422,5701,197
PSCO,"2/7/2023 8 p.m. MST",5441,5367,5674,233
PSCO,"2/7/2023 9 p.m. MST",5409,5286,5791,382
PSCO,"2/7/2023 10 p.m. MST",5248,5059,5486,238
PSCO,"2/7/2023 11 p.m. MST",4960,4794,5256,296
PSCO,"2/8/2023 12 a.m. MST",4781,4568,5044,263
PSCO,"2/8/2023 1 a.m. MST",4592,4426,5023,431
PSCO,"2/8/2023 2 a.m. MST",4517,4340,4821,304
PSCO,"2/8/2023 3 a.m. MST",4560,4330,4792,232
PSCO,"2/8/2023 4 a.m. MST",4582,4379,4824,242
PSCO,"2/8/2023 5 a.m. MST",4704,4521,4926,222
PSCO,"2/8/2023 6 a.m. MST",4993,4805,5001,8
PSCO,"2/8/2023 7 a.m. MST",5334,5257,5328,-6
PSCO,"2/8/2023 8 a.m. MST",5503,5371,5567,64
PSCO,"2/8/2023 9 a.m. MST",5266,5194,5299,33
PSCO,"2/8/2023 10 a.m. MST",4998,4971,5225,227
PSCO,"2/8/2023 11 a.m. MST",4822,4803,5086,264
PSCO,"2/8/2023 12 p.m. MST",4690,4637,4973,283
PSCO,"2/8/2023 1 p.m. MST",4669,4573,4883,214
PSCO,"2/8/2023 2 p.m. MST",4808,4554,4968,160
PSCO,"2/8/2023 3 p.m. MST",4727,4548,4983,256
PSCO,"2/8/2023 4 p.m. MST",4666,4666,4977,311
PSCO,"2/8/2023 5 p.m. MST",4844,4879,4915,71
PSCO,"2/8/2023 6 p.m. MST",5357,5194,5400,43
PSCO,"2/8/2023 7 p.m. MST",5667,5358,5823,156
PSCO,"2/8/2023 8 p.m. MST",5599,5325,5757,158
PSCO,"2/8/2023 9 p.m. MST",5503,5215,5751,248
PSCO,"2/8/2023 10 p.m. MST",5276,4997,5602,326
PSCO,"2/8/2023 11 p.m. MST",4970,4744,5266,296
PSCO,"2/9/2023 12 a.m. MST",4761,4580,5039,278
PSCO,"2/9/2023 1 a.m. MST",4596,4429,4891,295
PSCO,"2/9/2023 2 a.m. MST",4559,4344,4914,355
PSCO,"2/9/2023 3 a.m. MST",4529,4372,4832,303
PSCO,"2/9/2023 4 a.m. MST",4558,4439,4901,343
PSCO,"2/9/2023 5 a.m. MST",4659,4598,5162,503
PSCO,"2/9/2023 6 a.m. MST",4956,4830,5404,448
PSCO,"2/9/2023 7 a.m. MST",5383,5273,5812,429
PSCO,"2/9/2023 8 a.m. MST",5553,5478,6053,500
PSCO,"2/9/2023 9 a.m. MST",5556,5444,6030,474
PSCO,"2/9/2023 10 a.m. MST",5449,5366,5702,253
PSCO,"2/9/2023 11 a.m. MST",5292,5258,5401,109
PSCO,"2/9/2023 12 p.m. MST",5215,5212,5207,-8
PSCO,"2/9/2023 1 p.m. MST",5197,5188,5356,159
PSCO,"2/9/2023 2 p.m. MST",5095,5206,5016,-79
PSCO,"2/9/2023 3 p.m. MST",5077,5220,4981,-96
PSCO,"2/9/2023 4 p.m. MST",5231,5267,5104,-127
PSCO,"2/9/2023 5 p.m. MST",5441,5380,5659,218
PSCO,"2/9/2023 6 p.m. MST",5850,5595,6085,235
PSCO,"2/9/2023 7 p.m. MST",5985,5749,6251,266
PSCO,"2/9/2023 8 p.m. MST",5882,5690,6147,265
PSCO,"2/9/2023 9 p.m. MST",5733,5555,6031,298
PSCO,"2/9/2023 10 p.m. MST",5484,5357,5787,303
PSCO,"2/9/2023 11 p.m. MST",5202,5077,5532,330
PSCO,"2/10/2023 12 a.m. MST",5012,4831,5281,269
PSCO,"2/10/2023 1 a.m. MST",4867,4708,5188,321
PSCO,"2/10/2023 2 a.m. MST",4814,4629,5179,365
PSCO,"2/10/2023 3 a.m. MST",4818,4613,5205,387
PSCO,"2/10/2023 4 a.m. MST",4847,4677,5171,324
PSCO,"2/10/2023 5 a.m. MST",4973,4792,5381,408
PSCO,"2/10/2023 6 a.m. MST",5235,5006,5530,295
PSCO,"2/10/2023 7 a.m. MST",5532,5375,5726,194
PSCO,"2/10/2023 8 a.m. MST",5659,5516,6034,375
PSCO,"2/10/2023 9 a.m. MST",5460,5408,5807,347
PSCO,"2/10/2023 10 a.m. MST",5195,5144,5504,309
PSCO,"2/10/2023 11 a.m. MST",4954,4960,5331,377
PSCO,"2/10/2023 12 p.m. MST",4775,4820,5048,273
PSCO,"2/10/2023 1 p.m. MST",4624,4671,4920,296
PSCO,"2/10/2023 2 p.m. MST",4536,4592,4751,215
PSCO,"2/10/2023 3 p.m. MST",4498,4575,4694,196
PSCO,"2/10/2023 4 p.m. MST",4618,4691,4804,186
PSCO,"2/10/2023 5 p.m. MST",4901,4880,5152,251
PSCO,"2/10/2023 6 p.m. MST",5312,5169,5757,445
PSCO,"2/10/2023 7 p.m. MST",5480,5318,5953,473
PSCO,"2/10/2023 8 p.m. MST",5429,5263,5909,480
PSCO,"2/10/2023 9 p.m. MST",5344,5185,5868,524
PSCO,"2/10/2023 10 p.m. MST",5160,5029,5700,540
PSCO,"2/10/2023 11 p.m. MST",4949,4820,5516,567
PSCO,"2/11/2023 12 a.m. MST",4737,4640,5248,511
PSCO,"2/11/2023 1 a.m. MST",4586,4505,4984,398
PSCO,"2/11/2023 2 a.m. MST",4523,4395,4911,388
PSCO,"2/11/2023 3 a.m. MST",4479,4405,4889,410
PSCO,"2/11/2023 4 a.m. MST",4482,4387,4868,386
PSCO,"2/11/2023 5 a.m. MST",4547,4441,5047,500
PSCO,"2/11/2023 6 a.m. MST",4660,4582,4992,332
PSCO,"2/11/2023 7 a.m. MST",4853,4830,5117,264
PSCO,"2/11/2023 8 a.m. MST",4866,4885,5306,440
PSCO,"2/11/2023 9 a.m. MST",4691,4714,5251,560
PSCO,"2/11/2023 10 a.m. MST",4547,4567,5178,631
PSCO,"2/11/2023 11 a.m. MST",4456,4402,4910,454
PSCO,"2/11/2023 12 p.m. MST",4302,4283,4773,471
PSCO,"2/11/2023 1 p.m. MST",4182,4184,4523,341
PSCO,"2/11/2023 2 p.m. MST",4199,4110,4546,347
PSCO,"2/11/2023 3 p.m. MST",4311,4214,4576,265
PSCO,"2/11/2023 4 p.m. MST",4429,4400,4725,296
PSCO,"2/11/2023 5 p.m. MST",4682,4674,5015,333
PSCO,"2/11/2023 6 p.m. MST",5011,4982,5177,166
PSCO,"2/11/2023 7 p.m. MST",5166,5144,5399,233
PSCO,"2/11/2023 8 p.m. MST",5094,5115,5332,238
PSCO,"2/11/2023 9 p.m. MST",5017,5026,5268,251
PSCO,"2/11/2023 10 p.m. MST",4876,4964,5242,366
PSCO,"2/11/2023 11 p.m. MST",4673,4732,5235,562
PSCO,"2/12/2023 12 a.m. MST",4455,4531,4931,476
PSCO,"2/12/2023 1 a.m. MST",4310,4303,4791,481
PSCO,"2/12/2023 2 a.m. MST",4238,4224,4691,453
PSCO,"2/12/2023 3 a.m. MST",4164,4244,4479,315
PSCO,"2/12/2023 4 a.m. MST",4206,4221,4485,279
PSCO,"2/12/2023 5 a.m. MST",4239,4237,4518,279
PSCO,"2/12/2023 6 a.m. MST",4357,4287,4606,249
PSCO,"2/12/2023 7 a.m. MST",4526,4433,4720,194
PSCO,"2/12/2023 8 a.m. MST",4572,4597,4940,368
PSCO,"2/12/2023 9 a.m. MST",4440,4662,4670,230
PSCO,"2/12/2023 10 a.m. MST",4382,4552,4507,125
PSCO,"2/12/2023 11 a.m. MST",4319,4479,4483,164
PSCO,"2/12/2023 12 p.m. MST",4245,4416,4524,279
PSCO,"2/12/2023 1 p.m. MST",4234,4041,4409,175
PSCO,"2/12/2023 2 p.m. MST",4241,4280,4319,78
PSCO,"2/12/2023 3 p.m. MST",4299,4333,4344,45
PSCO,"2/12/2023 4 p.m. MST",4465,4546,4635,170
PSCO,"2/12/2023 5 p.m. MST",4706,4674,4764,58
PSCO,"2/12/2023 6 p.m. MST",4952,4814,4920,-32
PSCO,"2/12/2023 7 p.m. MST",5049,5003,5023,-26
PSCO,"2/12/2023 8 p.m. MST",5017,4945,4981,-36
PSCO,"2/12/2023 9 p.m. MST",4971,4924,4982,11
PSCO,"2/12/2023 10 p.m. MST",4909,4807,5016,107
PSCO,"2/12/2023 11 p.m. MST",4654,4589,4791,137
PSCO,"2/13/2023 12 a.m. MST",4448,4329,4645,197
PSCO,"2/13/2023 1 a.m. MST",4277,4248,4520,243
PSCO,"2/13/2023 2 a.m. MST",4256,4168,4554,298
PSCO,"2/13/2023 3 a.m. MST",4260,4152,4618,358
PSCO,"2/13/2023 4 a.m. MST",4302,4222,4594,292
PSCO,"2/13/2023 5 a.m. MST",4475,4363,4742,267
PSCO,"2/13/2023 6 a.m. MST",4761,4635,4893,132
PSCO,"2/13/2023 7 a.m. MST",5163,5084,5266,103
PSCO,"2/13/2023 8 a.m. MST",5300,5233,5458,158
PSCO,"2/13/2023 9 a.m. MST",5019,5035,5084,65
