"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"3/12/2023 10 a.m. MDT",4493,4399,4691,198
PSCO,"3/12/2023 11 a.m. MDT",4416,4363,4508,92
PSCO,"3/12/2023 12 p.m. MDT",4322,4326,4372,50
PSCO,"3/12/2023 1 p.m. MDT",4239,4278,4283,44
PSCO,"3/12/2023 2 p.m. MDT",4190,4288,4257,67
PSCO,"3/12/2023 3 p.m. MDT",4230,4338,4274,44
PSCO,"3/12/2023 4 p.m. MDT",4273,4393,4292,19
PSCO,"3/12/2023 5 p.m. MDT",4446,4551,4457,11
PSCO,"3/12/2023 6 p.m. MDT",4745,4672,4766,21
PSCO,"3/12/2023 7 p.m. MDT",5020,4783,5054,34
PSCO,"3/12/2023 8 p.m. MDT",5209,5037,5434,225
PSCO,"3/12/2023 9 p.m. MDT",5134,4944,5283,149
PSCO,"3/12/2023 10 p.m. MDT",4978,4765,5078,100
PSCO,"3/12/2023 11 p.m. MDT",4711,4484,4787,76
PSCO,"3/13/2023 12 a.m. MDT",4440,4184,4582,142
PSCO,"3/13/2023 1 a.m. MDT",4292,4163,4352,60
PSCO,"3/13/2023 2 a.m. MDT",4207,4144,4365,158
PSCO,"3/13/2023 3 a.m. MDT",4202,4114,4300,98
PSCO,"3/13/2023 4 a.m. MDT",4250,4188,4388,138
PSCO,"3/13/2023 5 a.m. MDT",4387,4322,4593,206
PSCO,"3/13/2023 6 a.m. MDT",4667,4607,4853,186
PSCO,"3/13/2023 7 a.m. MDT",5076,5067,5182,106
PSCO,"3/13/2023 8 a.m. MDT",5301,5220,5586,285
PSCO,"3/13/2023 9 a.m. MDT",5196,5274,5615,419
PSCO,"3/13/2023 10 a.m. MDT",4950,5171,5531,581
PSCO,"3/13/2023 11 a.m. MDT",4724,4924,5132,408
PSCO,"3/13/2023 12 p.m. MDT",4564,4784,4851,287
PSCO,"3/13/2023 1 p.m. MDT",4433,4739,4763,330
PSCO,"3/13/2023 2 p.m. MDT",4356,4715,4650,294
PSCO,"3/13/2023 3 p.m. MDT",4300,4710,4567,267
PSCO,"3/13/2023 4 p.m. MDT",4292,4723,4540,248
PSCO,"3/13/2023 5 p.m. MDT",4443,4751,4554,111
PSCO,"3/13/2023 6 p.m. MDT",4730,4931,4779,49
PSCO,"3/13/2023 7 p.m. MDT",4984,5034,4924,-60
PSCO,"3/13/2023 8 p.m. MDT",5158,5065,5230,72
PSCO,"3/13/2023 9 p.m. MDT",5082,5035,5126,44
PSCO,"3/13/2023 10 p.m. MDT",4895,4865,5044,149
PSCO,"3/13/2023 11 p.m. MDT",4607,4513,4774,167
PSCO,"3/14/2023 12 a.m. MDT",4407,4325,4577,170
PSCO,"3/14/2023 1 a.m. MDT",4222,4199,4529,307
PSCO,"3/14/2023 2 a.m. MDT",4186,4106,4316,130
PSCO,"3/14/2023 3 a.m. MDT",4141,4116,4259,118
PSCO,"3/14/2023 4 a.m. MDT",4138,4125,4265,127
PSCO,"3/14/2023 5 a.m. MDT",4305,4161,4408,103
PSCO,"3/14/2023 6 a.m. MDT",4556,4461,4727,171
PSCO,"3/14/2023 7 a.m. MDT",4939,4955,5164,225
PSCO,"3/14/2023 8 a.m. MDT",5196,5103,5418,222
PSCO,"3/14/2023 9 a.m. MDT",5003,4862,5242,239
PSCO,"3/14/2023 10 a.m. MDT",4928,4615,5241,313
PSCO,"3/14/2023 11 a.m. MDT",4703,4430,5248,545
PSCO,"3/14/2023 12 p.m. MDT",4494,4247,4923,429
PSCO,"3/14/2023 1 p.m. MDT",4371,4247,4882,511
PSCO,"3/14/2023 2 p.m. MDT",4291,4267,4756,465
PSCO,"3/14/2023 3 p.m. MDT",4219,4317,4691,472
PSCO,"3/14/2023 4 p.m. MDT",4365,4383,4895,530
PSCO,"3/14/2023 5 p.m. MDT",4554,4530,5026,472
PSCO,"3/14/2023 6 p.m. MDT",4765,4713,5259,494
PSCO,"3/14/2023 7 p.m. MDT",4895,4887,5383,488
PSCO,"3/14/2023 8 p.m. MDT",5072,4979,5543,471
PSCO,"3/14/2023 9 p.m. MDT",5013,4934,5303,290
PSCO,"3/14/2023 10 p.m. MDT",4846,4713,5167,321
PSCO,"3/14/2023 11 p.m. MDT",4529,4404,4915,386
PSCO,"3/15/2023 12 a.m. MDT",4263,4201,4662,399
PSCO,"3/15/2023 1 a.m. MDT",4089,4147,4449,360
PSCO,"3/15/2023 2 a.m. MDT",3995,4047,4332,337
PSCO,"3/15/2023 3 a.m. MDT",3896,3977,4187,291
PSCO,"3/15/2023 4 a.m. MDT",3950,4073,4311,361
PSCO,"3/15/2023 5 a.m. MDT",4026,4168,4379,353
PSCO,"3/15/2023 6 a.m. MDT",4290,4447,4494,204
PSCO,"3/15/2023 7 a.m. MDT",4685,4903,4850,165
PSCO,"3/15/2023 8 a.m. MDT",4946,5040,5104,158
PSCO,"3/15/2023 9 a.m. MDT",4821,4998,5000,179
PSCO,"3/15/2023 10 a.m. MDT",4675,4886,4807,132
PSCO,"3/15/2023 11 a.m. MDT",4514,4774,4660,146
PSCO,"3/15/2023 12 p.m. MDT",4378,4714,4554,176
PSCO,"3/15/2023 1 p.m. MDT",4414,4599,4595,181
PSCO,"3/15/2023 2 p.m. MDT",4436,4598,4681,245
PSCO,"3/15/2023 3 p.m. MDT",4622,4621,4777,155
PSCO,"3/15/2023 4 p.m. MDT",4717,4656,4876,159
PSCO,"3/15/2023 5 p.m. MDT",4763,4791,5030,267
PSCO,"3/15/2023 6 p.m. MDT",4808,4878,4903,95
PSCO,"3/15/2023 7 p.m. MDT",4999,4921,5221,222
PSCO,"3/15/2023 8 p.m. MDT",5103,4974,5319,216
PSCO,"3/15/2023 9 p.m. MDT",4954,4897,5110,156
PSCO,"3/15/2023 10 p.m. MDT",4794,4704,5090,296
PSCO,"3/15/2023 11 p.m. MDT",4499,4450,4784,285
PSCO,"3/16/2023 12 a.m. MDT",4259,4293,4509,250
PSCO,"3/16/2023 1 a.m. MDT",4144,4043,4276,132
PSCO,"3/16/2023 2 a.m. MDT",4075,3863,4157,82
PSCO,"3/16/2023 3 a.m. MDT",4083,3969,4164,81
PSCO,"3/16/2023 4 a.m. MDT",4104,4068,4209,105
PSCO,"3/16/2023 5 a.m. MDT",4238,4230,4394,156
