"BA Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
PSCO,"12/14/2022 6 p.m. MST",6233,6081,6615,382
PSCO,"12/14/2022 7 p.m. MST",6175,5960,6589,414
PSCO,"12/14/2022 8 p.m. MST",6017,5858,6427,410
PSCO,"12/14/2022 9 p.m. MST",5905,5670,6289,384
PSCO,"12/14/2022 10 p.m. MST",5651,5458,5978,327
PSCO,"12/14/2022 11 p.m. MST",5312,5104,5689,377
PSCO,"12/15/2022 12 a.m. MST",5090,4906,5554,464
PSCO,"12/15/2022 1 a.m. MST",4940,4767,5283,343
PSCO,"12/15/2022 2 a.m. MST",4857,4697,5199,342
PSCO,"12/15/2022 3 a.m. MST",4813,4622,5162,349
PSCO,"12/15/2022 4 a.m. MST",4857,4668,5189,332
PSCO,"12/15/2022 5 a.m. MST",5007,4779,5333,326
PSCO,"12/15/2022 6 a.m. MST",5231,5069,5554,323
PSCO,"12/15/2022 7 a.m. MST",5627,5448,6055,428
PSCO,"12/15/2022 8 a.m. MST",5841,5682,6197,356
PSCO,"12/15/2022 9 a.m. MST",5895,5538,6243,348
PSCO,"12/15/2022 10 a.m. MST",5822,5343,6060,238
PSCO,"12/15/2022 11 a.m. MST",5547,5283,5804,257
PSCO,"12/15/2022 12 p.m. MST",5576,5228,5764,188
PSCO,"12/15/2022 1 p.m. MST",5639,5226,5929,290
PSCO,"12/15/2022 2 p.m. MST",5620,5221,5897,277
PSCO,"12/15/2022 3 p.m. MST",5587,5261,5844,257
PSCO,"12/15/2022 4 p.m. MST",5690,5414,5895,205
PSCO,"12/15/2022 5 p.m. MST",6021,5761,6350,329
PSCO,"12/15/2022 6 p.m. MST",6343,6116,6680,337
PSCO,"12/15/2022 7 p.m. MST",6223,6013,6597,374
PSCO,"12/15/2022 8 p.m. MST",6143,5940,6614,471
PSCO,"12/15/2022 9 p.m. MST",6008,5814,6410,402
PSCO,"12/15/2022 10 p.m. MST",5794,5598,6170,376
PSCO,"12/15/2022 11 p.m. MST",5438,5260,5945,507
PSCO,"12/16/2022 12 a.m. MST",5223,4859,5641,418
PSCO,"12/16/2022 1 a.m. MST",5061,4697,5433,372
PSCO,"12/16/2022 2 a.m. MST",4978,4683,5487,509
PSCO,"12/16/2022 3 a.m. MST",4921,4667,5453,532
PSCO,"12/16/2022 4 a.m. MST",4967,4737,5460,493
PSCO,"12/16/2022 5 a.m. MST",5097,4839,5581,484
PSCO,"12/16/2022 6 a.m. MST",5356,5135,5762,406
PSCO,"12/16/2022 7 a.m. MST",5748,5526,6127,379
PSCO,"12/16/2022 8 a.m. MST",5870,5726,6160,290
PSCO,"12/16/2022 9 a.m. MST",5804,5594,6318,514
PSCO,"12/16/2022 10 a.m. MST",5652,5497,5941,289
PSCO,"12/16/2022 11 a.m. MST",5455,5334,5722,267
PSCO,"12/16/2022 12 p.m. MST",5336,5191,5624,288
PSCO,"12/16/2022 1 p.m. MST",5303,5167,5595,292
PSCO,"12/16/2022 2 p.m. MST",5268,5141,5521,253
PSCO,"12/16/2022 3 p.m. MST",5272,5183,5542,270
PSCO,"12/16/2022 4 p.m. MST",5455,5286,5631,176
PSCO,"12/16/2022 5 p.m. MST",5844,5642,6085,241
PSCO,"12/16/2022 6 p.m. MST",6212,6026,6483,271
PSCO,"12/16/2022 7 p.m. MST",6040,5943,6291,251
PSCO,"12/16/2022 8 p.m. MST",5988,5814,6188,200
PSCO,"12/16/2022 9 p.m. MST",5861,5717,6092,231
PSCO,"12/16/2022 10 p.m. MST",5648,5577,5866,218
PSCO,"12/16/2022 11 p.m. MST",5442,5352,5695,253
PSCO,"12/17/2022 12 a.m. MST",5242,5083,5583,341
PSCO,"12/17/2022 1 a.m. MST",5069,4869,5572,503
PSCO,"12/17/2022 2 a.m. MST",4967,4758,5343,376
PSCO,"12/17/2022 3 a.m. MST",4918,4717,5296,378
PSCO,"12/17/2022 4 a.m. MST",4906,4692,5341,435
PSCO,"12/17/2022 5 a.m. MST",4953,4771,5402,449
PSCO,"12/17/2022 6 a.m. MST",5096,4862,5560,464
PSCO,"12/17/2022 7 a.m. MST",5257,5100,5717,460
PSCO,"12/17/2022 8 a.m. MST",5317,5209,5936,619
PSCO,"12/17/2022 9 a.m. MST",5258,5153,5811,553
PSCO,"12/17/2022 10 a.m. MST",5149,5046,5736,587
PSCO,"12/17/2022 11 a.m. MST",5021,4987,5379,358
PSCO,"12/17/2022 12 p.m. MST",4926,4832,5295,369
PSCO,"12/17/2022 1 p.m. MST",4776,4749,4993,217
PSCO,"12/17/2022 2 p.m. MST",4759,4651,4976,217
PSCO,"12/17/2022 3 p.m. MST",4830,4619,4955,125
PSCO,"12/17/2022 4 p.m. MST",5069,4819,5166,97
PSCO,"12/17/2022 5 p.m. MST",5506,5291,5753,247
PSCO,"12/17/2022 6 p.m. MST",5857,5748,6308,451
PSCO,"12/17/2022 7 p.m. MST",5835,5706,6470,635
PSCO,"12/17/2022 8 p.m. MST",5764,5610,6475,711
PSCO,"12/17/2022 9 p.m. MST",5712,5503,6477,765
PSCO,"12/17/2022 10 p.m. MST",5566,5379,6440,874
PSCO,"12/17/2022 11 p.m. MST",5338,5211,6073,735
PSCO,"12/18/2022 12 a.m. MST",5142,4922,5888,746
PSCO,"12/18/2022 1 a.m. MST",4941,4762,5729,788
