Timestamp (Hour Ending),Demand (MWh)
2023-02-16 18:00:00,5861.0
2023-02-16 19:00:00,6095.0
2023-02-16 20:00:00,6048.0
2023-02-16 21:00:00,5922.0
2023-02-16 22:00:00,5674.0
2023-02-16 23:00:00,5399.0
2023-02-17 00:00:00,5007.0
2023-02-17 01:00:00,4999.0
2023-02-17 02:00:00,4924.0
2023-02-17 03:00:00,4887.0
2023-02-17 04:00:00,4932.0
2023-02-17 05:00:00,5019.0
2023-02-17 06:00:00,5257.0
2023-02-17 07:00:00,5587.0
2023-02-17 08:00:00,5719.0
2023-02-17 09:00:00,5556.0
2023-02-17 10:00:00,5338.0
2023-02-17 11:00:00,5256.0
2023-02-17 12:00:00,5131.0
2023-02-17 13:00:00,4932.0
2023-02-17 14:00:00,4807.0
2023-02-17 15:00:00,4756.0
2023-02-17 16:00:00,4773.0
2023-02-17 17:00:00,5010.0
2023-02-17 18:00:00,5362.0
2023-02-17 19:00:00,5536.0
2023-02-17 20:00:00,5476.0
2023-02-17 21:00:00,5361.0
2023-02-17 22:00:00,5200.0
2023-02-17 23:00:00,4955.0
2023-02-18 00:00:00,4735.0
2023-02-18 01:00:00,4593.0
2023-02-18 02:00:00,4446.0
2023-02-18 03:00:00,4452.0
2023-02-18 04:00:00,4497.0
2023-02-18 05:00:00,4558.0
2023-02-18 06:00:00,4668.0
2023-02-18 07:00:00,4866.0
2023-02-18 08:00:00,4993.0
2023-02-18 09:00:00,5054.0
2023-02-18 10:00:00,4894.0
2023-02-18 11:00:00,4722.0
2023-02-18 12:00:00,4523.0
2023-02-18 13:00:00,4559.0
2023-02-18 14:00:00,4515.0
2023-02-18 15:00:00,4372.0
2023-02-18 16:00:00,4371.0
2023-02-18 17:00:00,4592.0
2023-02-18 18:00:00,4961.0
2023-02-18 19:00:00,5185.0
2023-02-18 20:00:00,5178.0
2023-02-18 21:00:00,5119.0
2023-02-18 22:00:00,4922.0
2023-02-18 23:00:00,4782.0
2023-02-19 00:00:00,4553.0
2023-02-19 01:00:00,4451.0
2023-02-19 02:00:00,4353.0
2023-02-19 03:00:00,4328.0
2023-02-19 04:00:00,4318.0
2023-02-19 05:00:00,4341.0
2023-02-19 06:00:00,4437.0
2023-02-19 07:00:00,4577.0
2023-02-19 08:00:00,4591.0
2023-02-19 09:00:00,4451.0
2023-02-19 10:00:00,4331.0
2023-02-19 11:00:00,4278.0
2023-02-19 12:00:00,4289.0
2023-02-19 13:00:00,4271.0
2023-02-19 14:00:00,4238.0
2023-02-19 15:00:00,4230.0
2023-02-19 16:00:00,4341.0
2023-02-19 17:00:00,4578.0
2023-02-19 18:00:00,5036.0
2023-02-19 19:00:00,5291.0
2023-02-19 20:00:00,5254.0
2023-02-19 21:00:00,5149.0
2023-02-19 22:00:00,4957.0
2023-02-19 23:00:00,4697.0
2023-02-20 00:00:00,4474.0
2023-02-20 01:00:00,4309.0
2023-02-20 02:00:00,4243.0
2023-02-20 03:00:00,4218.0
2023-02-20 04:00:00,4225.0
2023-02-20 05:00:00,4327.0
2023-02-20 06:00:00,4577.0
2023-02-20 07:00:00,4862.0
2023-02-20 08:00:00,4863.0
2023-02-20 09:00:00,4959.0
2023-02-20 10:00:00,4999.0
2023-02-20 11:00:00,5018.0
2023-02-20 12:00:00,5016.0
2023-02-20 13:00:00,4786.0
2023-02-20 14:00:00,4836.0
2023-02-20 15:00:00,4728.0
2023-02-20 16:00:00,4761.0
2023-02-20 17:00:00,4942.0
2023-02-20 18:00:00,5262.0
2023-02-20 19:00:00,5463.0
2023-02-20 20:00:00,5372.0
2023-02-20 21:00:00,5184.0
2023-02-20 22:00:00,5082.0
2023-02-20 23:00:00,4694.0
2023-02-21 00:00:00,4445.0
2023-02-21 01:00:00,4301.0
2023-02-21 02:00:00,4229.0
2023-02-21 03:00:00,4210.0
2023-02-21 04:00:00,4236.0
2023-02-21 05:00:00,4380.0
2023-02-21 06:00:00,4631.0
2023-02-21 07:00:00,5026.0
2023-02-21 08:00:00,5102.0
2023-02-21 09:00:00,4909.0
2023-02-21 10:00:00,4648.0
2023-02-21 11:00:00,4530.0
2023-02-21 12:00:00,4458.0
2023-02-21 13:00:00,4385.0
2023-02-21 14:00:00,4417.0
2023-02-21 15:00:00,4482.0
2023-02-21 16:00:00,4632.0
2023-02-21 17:00:00,4861.0
2023-02-21 18:00:00,5153.0
2023-02-21 19:00:00,5344.0
2023-02-21 20:00:00,5263.0
2023-02-21 21:00:00,5093.0
2023-02-21 22:00:00,4821.0
2023-02-21 23:00:00,4522.0
2023-02-22 00:00:00,4289.0
2023-02-22 01:00:00,4188.0
2023-02-22 02:00:00,4215.0
2023-02-22 03:00:00,4260.0
2023-02-22 04:00:00,4366.0
2023-02-22 05:00:00,4501.0
2023-02-22 06:00:00,4832.0
2023-02-22 07:00:00,5265.0
2023-02-22 08:00:00,5565.0
2023-02-22 09:00:00,5706.0
2023-02-22 10:00:00,5832.0
2023-02-22 11:00:00,5944.0
2023-02-22 12:00:00,5978.0
2023-02-22 13:00:00,5970.0
2023-02-22 14:00:00,5961.0
2023-02-22 15:00:00,5973.0
2023-02-22 16:00:00,6022.0
2023-02-22 17:00:00,6122.0
2023-02-22 18:00:00,6411.0
2023-02-22 19:00:00,6522.0
2023-02-22 20:00:00,6411.0
2023-02-22 21:00:00,6214.0
2023-02-22 22:00:00,6015.0
2023-02-22 23:00:00,5693.0
2023-02-23 00:00:00,5489.0
2023-02-23 01:00:00,5260.0
2023-02-23 02:00:00,4927.0
2023-02-23 03:00:00,4987.0
2023-02-23 04:00:00,5187.0
2023-02-23 05:00:00,5374.0
2023-02-23 06:00:00,5788.0
2023-02-23 07:00:00,5919.0
2023-02-23 08:00:00,6066.0
2023-02-23 09:00:00,6057.0
2023-02-23 10:00:00,5876.0
2023-02-23 11:00:00,5821.0
2023-02-23 12:00:00,5737.0
2023-02-23 13:00:00,5671.0
2023-02-23 14:00:00,5666.0
2023-02-23 15:00:00,5584.0
2023-02-23 16:00:00,5677.0
2023-02-23 17:00:00,6164.0
2023-02-23 18:00:00,6192.0
2023-02-23 19:00:00,6351.0
2023-02-23 20:00:00,6259.0
2023-02-23 21:00:00,6078.0
2023-02-23 22:00:00,5876.0
2023-02-23 23:00:00,5577.0
2023-02-24 00:00:00,5304.0
2023-02-24 01:00:00,5155.0
2023-02-24 02:00:00,5114.0
2023-02-24 03:00:00,5099.0
2023-02-24 04:00:00,5099.0
2023-02-24 05:00:00,5196.0
2023-02-24 06:00:00,5491.0
2023-02-24 07:00:00,5849.0
2023-02-24 08:00:00,5966.0
2023-02-24 09:00:00,5905.0
2023-02-24 10:00:00,5785.0
2023-02-24 11:00:00,5673.0
2023-02-24 12:00:00,5572.0
2023-02-24 13:00:00,5360.0
2023-02-24 14:00:00,5175.0
2023-02-24 15:00:00,5108.0
2023-02-24 16:00:00,5078.0
2023-02-24 17:00:00,5267.0
2023-02-24 18:00:00,5572.0
2023-02-24 19:00:00,5725.0
2023-02-24 20:00:00,5588.0
2023-02-24 21:00:00,5399.0
2023-02-24 22:00:00,5486.0
2023-02-24 23:00:00,5130.0
2023-02-25 00:00:00,4903.0
2023-02-25 01:00:00,4744.0
2023-02-25 02:00:00,4650.0
2023-02-25 03:00:00,4596.0
2023-02-25 04:00:00,4569.0
2023-02-25 05:00:00,4613.0
2023-02-25 06:00:00,4768.0
2023-02-25 07:00:00,4927.0
2023-02-25 08:00:00,4963.0
2023-02-25 09:00:00,4824.0
2023-02-25 10:00:00,4680.0
2023-02-25 11:00:00,4538.0
2023-02-25 12:00:00,4383.0
2023-02-25 13:00:00,4307.0
2023-02-25 14:00:00,4184.0
2023-02-25 15:00:00,4177.0
2023-02-25 16:00:00,4299.0
2023-02-25 17:00:00,4556.0
2023-02-25 18:00:00,4898.0
2023-02-25 19:00:00,5131.0
2023-02-25 20:00:00,5041.0
2023-02-25 21:00:00,5004.0
2023-02-25 22:00:00,4871.0
2023-02-25 23:00:00,4683.0
2023-02-26 00:00:00,4493.0
2023-02-26 01:00:00,4316.0
2023-02-26 02:00:00,4249.0
2023-02-26 03:00:00,4185.0
2023-02-26 04:00:00,4198.0
2023-02-26 05:00:00,4247.0
2023-02-26 06:00:00,4326.0
2023-02-26 07:00:00,4474.0
2023-02-26 08:00:00,4450.0
2023-02-26 09:00:00,4352.0
2023-02-26 10:00:00,4263.0
2023-02-26 11:00:00,4234.0
2023-02-26 12:00:00,4258.0
2023-02-26 13:00:00,4280.0
2023-02-26 14:00:00,4276.0
2023-02-26 15:00:00,4347.0
2023-02-26 16:00:00,4502.0
2023-02-26 17:00:00,4734.0
2023-02-26 18:00:00,4949.0
2023-02-26 19:00:00,5266.0
2023-02-26 20:00:00,5242.0
2023-02-26 21:00:00,5126.0
2023-02-26 22:00:00,4851.0
2023-02-26 23:00:00,4589.0
2023-02-27 00:00:00,4397.0
2023-02-27 01:00:00,4244.0
2023-02-27 02:00:00,4130.0
2023-02-27 03:00:00,4096.0
2023-02-27 04:00:00,4218.0
2023-02-27 05:00:00,4362.0
2023-02-27 06:00:00,4651.0
2023-02-27 07:00:00,5052.0
2023-02-27 08:00:00,5085.0
2023-02-27 09:00:00,4924.0
2023-02-27 10:00:00,4781.0
2023-02-27 11:00:00,4643.0
2023-02-27 12:00:00,4540.0
2023-02-27 13:00:00,4459.0
2023-02-27 14:00:00,4476.0
2023-02-27 15:00:00,4491.0
2023-02-27 16:00:00,4587.0
2023-02-27 17:00:00,4797.0
2023-02-27 18:00:00,5151.0
2023-02-27 19:00:00,5430.0
2023-02-27 20:00:00,5355.0
2023-02-27 21:00:00,5157.0
2023-02-27 22:00:00,4924.0
2023-02-27 23:00:00,4653.0
2023-02-28 00:00:00,4458.0
