Timestamp (Hour Ending),BA Code,Demand (MWh)
2023-04-11 09:00:00+00:00,PSCO,3661.0
2023-04-11 10:00:00+00:00,PSCO,3678.0
2023-04-11 11:00:00+00:00,PSCO,3775.0
2023-04-11 12:00:00+00:00,PSCO,4047.0
2023-04-11 13:00:00+00:00,PSCO,4440.0
2023-04-11 14:00:00+00:00,PSCO,4532.0
2023-04-11 15:00:00+00:00,PSCO,4400.0
2023-04-11 16:00:00+00:00,PSCO,4482.0
2023-04-11 17:00:00+00:00,PSCO,4519.0
2023-04-11 18:00:00+00:00,PSCO,4529.0
2023-04-11 19:00:00+00:00,PSCO,4600.0
2023-04-11 20:00:00+00:00,PSCO,4647.0
2023-04-11 21:00:00+00:00,PSCO,4756.0
2023-04-11 22:00:00+00:00,PSCO,4841.0
2023-04-11 23:00:00+00:00,PSCO,4943.0
2023-04-12 00:00:00+00:00,PSCO,5102.0
2023-04-12 01:00:00+00:00,PSCO,5334.0
2023-04-12 02:00:00+00:00,PSCO,5309.0
2023-04-12 03:00:00+00:00,PSCO,5217.0
2023-04-12 04:00:00+00:00,PSCO,4878.0
2023-04-12 05:00:00+00:00,PSCO,4546.0
2023-04-12 06:00:00+00:00,PSCO,4191.0
2023-04-12 07:00:00+00:00,PSCO,3954.0
2023-04-12 08:00:00+00:00,PSCO,3790.0
2023-04-12 09:00:00+00:00,PSCO,3717.0
2023-04-12 10:00:00+00:00,PSCO,3694.0
2023-04-12 11:00:00+00:00,PSCO,3785.0
2023-04-12 12:00:00+00:00,PSCO,3988.0
2023-04-12 13:00:00+00:00,PSCO,4322.0
2023-04-12 14:00:00+00:00,PSCO,4382.0
2023-04-12 15:00:00+00:00,PSCO,4356.0
2023-04-12 16:00:00+00:00,PSCO,4385.0
2023-04-12 17:00:00+00:00,PSCO,4396.0
2023-04-12 18:00:00+00:00,PSCO,4531.0
2023-04-12 19:00:00+00:00,PSCO,4689.0
2023-04-12 20:00:00+00:00,PSCO,4850.0
2023-04-12 21:00:00+00:00,PSCO,4943.0
2023-04-12 22:00:00+00:00,PSCO,5061.0
2023-04-12 23:00:00+00:00,PSCO,5193.0
2023-04-13 00:00:00+00:00,PSCO,5308.0
2023-04-13 01:00:00+00:00,PSCO,5336.0
2023-04-13 02:00:00+00:00,PSCO,5321.0
2023-04-13 03:00:00+00:00,PSCO,5212.0
2023-04-13 04:00:00+00:00,PSCO,4951.0
2023-04-13 05:00:00+00:00,PSCO,4580.0
2023-04-13 06:00:00+00:00,PSCO,4261.0
2023-04-13 07:00:00+00:00,PSCO,4018.0
2023-04-13 08:00:00+00:00,PSCO,3839.0
2023-04-13 09:00:00+00:00,PSCO,3799.0
2023-04-13 10:00:00+00:00,PSCO,3740.0
2023-04-13 11:00:00+00:00,PSCO,3830.0
2023-04-13 12:00:00+00:00,PSCO,3969.0
2023-04-13 13:00:00+00:00,PSCO,4315.0
2023-04-13 14:00:00+00:00,PSCO,4530.0
2023-04-13 15:00:00+00:00,PSCO,4609.0
2023-04-13 16:00:00+00:00,PSCO,4672.0
2023-04-13 17:00:00+00:00,PSCO,4558.0
2023-04-13 18:00:00+00:00,PSCO,4477.0
2023-04-13 19:00:00+00:00,PSCO,4613.0
2023-04-13 20:00:00+00:00,PSCO,4679.0
2023-04-13 21:00:00+00:00,PSCO,4688.0
2023-04-13 22:00:00+00:00,PSCO,4806.0
2023-04-13 23:00:00+00:00,PSCO,4926.0
2023-04-14 00:00:00+00:00,PSCO,4978.0
2023-04-14 01:00:00+00:00,PSCO,4921.0
2023-04-14 02:00:00+00:00,PSCO,4954.0
2023-04-14 03:00:00+00:00,PSCO,4958.0
2023-04-14 04:00:00+00:00,PSCO,4730.0
2023-04-14 05:00:00+00:00,PSCO,4401.0
2023-04-14 06:00:00+00:00,PSCO,4088.0
2023-04-14 07:00:00+00:00,PSCO,3915.0
2023-04-14 08:00:00+00:00,PSCO,3757.0
2023-04-14 09:00:00+00:00,PSCO,3692.0
2023-04-14 10:00:00+00:00,PSCO,3683.0
2023-04-14 11:00:00+00:00,PSCO,3746.0
2023-04-14 12:00:00+00:00,PSCO,3935.0
2023-04-14 13:00:00+00:00,PSCO,4318.0
2023-04-14 14:00:00+00:00,PSCO,4634.0
2023-04-14 15:00:00+00:00,PSCO,4792.0
2023-04-14 16:00:00+00:00,PSCO,4871.0
2023-04-14 17:00:00+00:00,PSCO,4944.0
2023-04-14 18:00:00+00:00,PSCO,4979.0
2023-04-14 19:00:00+00:00,PSCO,4929.0
2023-04-14 20:00:00+00:00,PSCO,4953.0
2023-04-14 21:00:00+00:00,PSCO,4917.0
2023-04-14 22:00:00+00:00,PSCO,4899.0
2023-04-14 23:00:00+00:00,PSCO,4963.0
2023-04-15 00:00:00+00:00,PSCO,4955.0
2023-04-15 01:00:00+00:00,PSCO,4965.0
2023-04-15 02:00:00+00:00,PSCO,5025.0
2023-04-15 03:00:00+00:00,PSCO,4981.0
2023-04-15 04:00:00+00:00,PSCO,4822.0
2023-04-15 05:00:00+00:00,PSCO,4572.0
2023-04-15 06:00:00+00:00,PSCO,4325.0
2023-04-15 07:00:00+00:00,PSCO,4180.0
2023-04-15 08:00:00+00:00,PSCO,4036.0
2023-04-15 09:00:00+00:00,PSCO,4007.0
2023-04-15 10:00:00+00:00,PSCO,3993.0
2023-04-15 11:00:00+00:00,PSCO,4015.0
2023-04-15 12:00:00+00:00,PSCO,4115.0
2023-04-15 13:00:00+00:00,PSCO,4295.0
2023-04-15 14:00:00+00:00,PSCO,4345.0
2023-04-15 15:00:00+00:00,PSCO,4245.0
2023-04-15 16:00:00+00:00,PSCO,4154.0
2023-04-15 17:00:00+00:00,PSCO,4038.0
2023-04-15 18:00:00+00:00,PSCO,4007.0
2023-04-15 19:00:00+00:00,PSCO,3932.0
2023-04-15 20:00:00+00:00,PSCO,3924.0
2023-04-15 21:00:00+00:00,PSCO,3955.0
2023-04-15 22:00:00+00:00,PSCO,3871.0
2023-04-15 23:00:00+00:00,PSCO,3932.0
2023-04-16 00:00:00+00:00,PSCO,4102.0
2023-04-16 01:00:00+00:00,PSCO,4343.0
2023-04-16 02:00:00+00:00,PSCO,4580.0
2023-04-16 03:00:00+00:00,PSCO,4656.0
2023-04-16 04:00:00+00:00,PSCO,4545.0
2023-04-16 05:00:00+00:00,PSCO,4331.0
2023-04-16 06:00:00+00:00,PSCO,4140.0
2023-04-16 07:00:00+00:00,PSCO,3996.0
2023-04-16 08:00:00+00:00,PSCO,3914.0
2023-04-16 09:00:00+00:00,PSCO,3891.0
2023-04-16 10:00:00+00:00,PSCO,3882.0
2023-04-16 11:00:00+00:00,PSCO,3944.0
2023-04-16 12:00:00+00:00,PSCO,4044.0
2023-04-16 13:00:00+00:00,PSCO,4152.0
2023-04-16 14:00:00+00:00,PSCO,4082.0
2023-04-16 15:00:00+00:00,PSCO,3943.0
2023-04-16 16:00:00+00:00,PSCO,3828.0
2023-04-16 17:00:00+00:00,PSCO,3740.0
2023-04-16 18:00:00+00:00,PSCO,3635.0
2023-04-16 19:00:00+00:00,PSCO,3598.0
2023-04-16 20:00:00+00:00,PSCO,3580.0
2023-04-16 21:00:00+00:00,PSCO,3577.0
2023-04-16 22:00:00+00:00,PSCO,3630.0
2023-04-16 23:00:00+00:00,PSCO,3863.0
2023-04-17 00:00:00+00:00,PSCO,4117.0
2023-04-17 01:00:00+00:00,PSCO,4341.0
2023-04-17 02:00:00+00:00,PSCO,4528.0
2023-04-17 03:00:00+00:00,PSCO,4612.0
2023-04-17 04:00:00+00:00,PSCO,4446.0
2023-04-17 05:00:00+00:00,PSCO,4167.0
2023-04-17 06:00:00+00:00,PSCO,3909.0
2023-04-17 07:00:00+00:00,PSCO,3759.0
2023-04-17 08:00:00+00:00,PSCO,3663.0
2023-04-17 09:00:00+00:00,PSCO,3668.0
2023-04-17 10:00:00+00:00,PSCO,3671.0
2023-04-17 11:00:00+00:00,PSCO,3824.0
2023-04-17 12:00:00+00:00,PSCO,4090.0
2023-04-17 13:00:00+00:00,PSCO,4428.0
2023-04-17 14:00:00+00:00,PSCO,4474.0
2023-04-17 15:00:00+00:00,PSCO,4367.0
2023-04-17 16:00:00+00:00,PSCO,4265.0
2023-04-17 17:00:00+00:00,PSCO,4214.0
2023-04-17 18:00:00+00:00,PSCO,4178.0
2023-04-17 19:00:00+00:00,PSCO,4106.0
2023-04-17 20:00:00+00:00,PSCO,4113.0
2023-04-17 21:00:00+00:00,PSCO,4195.0
2023-04-17 22:00:00+00:00,PSCO,4289.0
2023-04-17 23:00:00+00:00,PSCO,4466.0
2023-04-18 00:00:00+00:00,PSCO,4643.0
2023-04-18 01:00:00+00:00,PSCO,4755.0
2023-04-18 02:00:00+00:00,PSCO,4798.0
2023-04-18 03:00:00+00:00,PSCO,4835.0
2023-04-18 04:00:00+00:00,PSCO,4588.0
2023-04-18 05:00:00+00:00,PSCO,4288.0
2023-04-18 06:00:00+00:00,PSCO,4028.0
2023-04-18 07:00:00+00:00,PSCO,3790.0
2023-04-18 08:00:00+00:00,PSCO,3724.0
2023-04-18 09:00:00+00:00,PSCO,3677.0
2023-04-18 10:00:00+00:00,PSCO,3655.0
2023-04-18 11:00:00+00:00,PSCO,3778.0
2023-04-18 12:00:00+00:00,PSCO,3967.0
2023-04-18 13:00:00+00:00,PSCO,4290.0
2023-04-18 14:00:00+00:00,PSCO,4495.0
2023-04-18 15:00:00+00:00,PSCO,4476.0
2023-04-18 16:00:00+00:00,PSCO,4321.0
2023-04-18 17:00:00+00:00,PSCO,4241.0
2023-04-18 18:00:00+00:00,PSCO,4321.0
2023-04-18 19:00:00+00:00,PSCO,4231.0
2023-04-18 20:00:00+00:00,PSCO,4245.0
2023-04-18 21:00:00+00:00,PSCO,4319.0
2023-04-18 22:00:00+00:00,PSCO,4337.0
2023-04-18 23:00:00+00:00,PSCO,4525.0
2023-04-19 00:00:00+00:00,PSCO,4664.0
2023-04-19 01:00:00+00:00,PSCO,4756.0
2023-04-19 02:00:00+00:00,PSCO,4776.0
2023-04-19 03:00:00+00:00,PSCO,4802.0
2023-04-19 04:00:00+00:00,PSCO,4622.0
2023-04-19 05:00:00+00:00,PSCO,4262.0
2023-04-19 06:00:00+00:00,PSCO,3991.0
2023-04-19 07:00:00+00:00,PSCO,3797.0
2023-04-19 08:00:00+00:00,PSCO,3648.0
2023-04-19 09:00:00+00:00,PSCO,3655.0
2023-04-19 10:00:00+00:00,PSCO,3647.0
2023-04-19 11:00:00+00:00,PSCO,3767.0
2023-04-19 12:00:00+00:00,PSCO,4038.0
2023-04-19 13:00:00+00:00,PSCO,4346.0
2023-04-19 14:00:00+00:00,PSCO,4445.0
2023-04-19 15:00:00+00:00,PSCO,4351.0
2023-04-19 16:00:00+00:00,PSCO,4232.0
2023-04-19 17:00:00+00:00,PSCO,4184.0
2023-04-19 18:00:00+00:00,PSCO,4283.0
2023-04-19 19:00:00+00:00,PSCO,4487.0
2023-04-19 20:00:00+00:00,PSCO,4626.0
2023-04-19 21:00:00+00:00,PSCO,4592.0
2023-04-19 22:00:00+00:00,PSCO,4485.0
2023-04-19 23:00:00+00:00,PSCO,4614.0
2023-04-20 00:00:00+00:00,PSCO,4749.0
2023-04-20 01:00:00+00:00,PSCO,4841.0
2023-04-20 02:00:00+00:00,PSCO,4988.0
2023-04-20 03:00:00+00:00,PSCO,5005.0
2023-04-20 04:00:00+00:00,PSCO,4843.0
2023-04-20 05:00:00+00:00,PSCO,4561.0
2023-04-20 06:00:00+00:00,PSCO,4281.0
2023-04-20 07:00:00+00:00,PSCO,4158.0
2023-04-20 08:00:00+00:00,PSCO,4083.0
2023-04-20 09:00:00+00:00,PSCO,4045.0
2023-04-20 10:00:00+00:00,PSCO,4134.0
2023-04-20 11:00:00+00:00,PSCO,4274.0
2023-04-20 12:00:00+00:00,PSCO,4552.0
2023-04-20 13:00:00+00:00,PSCO,4871.0
2023-04-20 14:00:00+00:00,PSCO,4911.0
2023-04-20 15:00:00+00:00,PSCO,4763.0
2023-04-20 16:00:00+00:00,PSCO,4573.0
2023-04-20 17:00:00+00:00,PSCO,4425.0
2023-04-20 18:00:00+00:00,PSCO,4360.0
2023-04-20 19:00:00+00:00,PSCO,4317.0
2023-04-20 20:00:00+00:00,PSCO,4324.0
2023-04-20 21:00:00+00:00,PSCO,4320.0
2023-04-20 22:00:00+00:00,PSCO,4323.0
2023-04-20 23:00:00+00:00,PSCO,4477.0
2023-04-21 00:00:00+00:00,PSCO,4620.0
2023-04-21 01:00:00+00:00,PSCO,4758.0
2023-04-21 02:00:00+00:00,PSCO,4863.0
2023-04-21 03:00:00+00:00,PSCO,5007.0
2023-04-21 04:00:00+00:00,PSCO,4843.0
2023-04-21 05:00:00+00:00,PSCO,4583.0
2023-04-21 06:00:00+00:00,PSCO,4275.0
2023-04-21 07:00:00+00:00,PSCO,4131.0
2023-04-21 08:00:00+00:00,PSCO,4061.0
2023-04-21 09:00:00+00:00,PSCO,4038.0
2023-04-21 10:00:00+00:00,PSCO,4076.0
2023-04-21 11:00:00+00:00,PSCO,4210.0
2023-04-21 12:00:00+00:00,PSCO,4450.0
2023-04-21 13:00:00+00:00,PSCO,4792.0
2023-04-21 14:00:00+00:00,PSCO,4851.0
2023-04-21 15:00:00+00:00,PSCO,4948.0
2023-04-21 16:00:00+00:00,PSCO,4886.0
2023-04-21 17:00:00+00:00,PSCO,4682.0
2023-04-21 18:00:00+00:00,PSCO,4592.0
2023-04-21 19:00:00+00:00,PSCO,4535.0
2023-04-21 20:00:00+00:00,PSCO,4467.0
2023-04-21 21:00:00+00:00,PSCO,4489.0
2023-04-21 22:00:00+00:00,PSCO,4518.0
2023-04-21 23:00:00+00:00,PSCO,4623.0
2023-04-22 00:00:00+00:00,PSCO,4715.0
2023-04-22 01:00:00+00:00,PSCO,4766.0
2023-04-22 02:00:00+00:00,PSCO,4875.0
2023-04-22 03:00:00+00:00,PSCO,4892.0
2023-04-22 04:00:00+00:00,PSCO,4741.0
2023-04-22 05:00:00+00:00,PSCO,4532.0
2023-04-22 06:00:00+00:00,PSCO,4327.0
2023-04-22 07:00:00+00:00,PSCO,4180.0
2023-04-22 08:00:00+00:00,PSCO,4049.0
2023-04-22 09:00:00+00:00,PSCO,3990.0
2023-04-22 10:00:00+00:00,PSCO,4001.0
2023-04-22 11:00:00+00:00,PSCO,4126.0
2023-04-22 12:00:00+00:00,PSCO,4232.0
2023-04-22 13:00:00+00:00,PSCO,4339.0
2023-04-22 14:00:00+00:00,PSCO,4523.0
2023-04-22 15:00:00+00:00,PSCO,4695.0
2023-04-22 16:00:00+00:00,PSCO,4826.0
2023-04-22 17:00:00+00:00,PSCO,4836.0
2023-04-22 18:00:00+00:00,PSCO,4802.0
2023-04-22 19:00:00+00:00,PSCO,4686.0
2023-04-22 20:00:00+00:00,PSCO,4572.0
2023-04-22 21:00:00+00:00,PSCO,4466.0
2023-04-22 22:00:00+00:00,PSCO,4437.0
2023-04-22 23:00:00+00:00,PSCO,4480.0
2023-04-23 00:00:00+00:00,PSCO,4585.0
2023-04-23 01:00:00+00:00,PSCO,4665.0
2023-04-23 02:00:00+00:00,PSCO,4753.0
2023-04-23 03:00:00+00:00,PSCO,4824.0
2023-04-23 04:00:00+00:00,PSCO,4717.0
2023-04-23 05:00:00+00:00,PSCO,4562.0
2023-04-23 06:00:00+00:00,PSCO,4330.0
2023-04-23 07:00:00+00:00,PSCO,4190.0
2023-04-23 08:00:00+00:00,PSCO,4085.0
2023-04-23 09:00:00+00:00,PSCO,4048.0
2023-04-23 10:00:00+00:00,PSCO,4033.0
2023-04-23 11:00:00+00:00,PSCO,4098.0
2023-04-23 12:00:00+00:00,PSCO,4208.0
2023-04-23 13:00:00+00:00,PSCO,4285.0
2023-04-23 14:00:00+00:00,PSCO,4249.0
2023-04-23 15:00:00+00:00,PSCO,4168.0
2023-04-23 16:00:00+00:00,PSCO,4107.0
2023-04-23 17:00:00+00:00,PSCO,3994.0
2023-04-23 18:00:00+00:00,PSCO,3874.0
2023-04-23 19:00:00+00:00,PSCO,3754.0
2023-04-23 20:00:00+00:00,PSCO,3691.0
2023-04-23 21:00:00+00:00,PSCO,3645.0
2023-04-23 22:00:00+00:00,PSCO,3721.0
2023-04-23 23:00:00+00:00,PSCO,3883.0
2023-04-24 00:00:00+00:00,PSCO,4130.0
2023-04-24 01:00:00+00:00,PSCO,4380.0
2023-04-24 02:00:00+00:00,PSCO,4538.0
2023-04-24 03:00:00+00:00,PSCO,4641.0
2023-04-24 04:00:00+00:00,PSCO,4496.0
2023-04-24 05:00:00+00:00,PSCO,4211.0
2023-04-24 06:00:00+00:00,PSCO,3969.0
2023-04-24 07:00:00+00:00,PSCO,3801.0
2023-04-24 08:00:00+00:00,PSCO,3749.0
2023-04-24 09:00:00+00:00,PSCO,3744.0
2023-04-24 10:00:00+00:00,PSCO,3788.0
2023-04-24 11:00:00+00:00,PSCO,3916.0
2023-04-24 12:00:00+00:00,PSCO,4208.0
2023-04-24 13:00:00+00:00,PSCO,4514.0
2023-04-24 14:00:00+00:00,PSCO,4667.0
2023-04-24 15:00:00+00:00,PSCO,4552.0
2023-04-24 16:00:00+00:00,PSCO,4368.0
2023-04-24 17:00:00+00:00,PSCO,4216.0
2023-04-24 18:00:00+00:00,PSCO,4098.0
2023-04-24 19:00:00+00:00,PSCO,4043.0
2023-04-24 20:00:00+00:00,PSCO,4036.0
2023-04-24 21:00:00+00:00,PSCO,4062.0
2023-04-24 22:00:00+00:00,PSCO,4194.0
2023-04-24 23:00:00+00:00,PSCO,4308.0
2023-04-25 00:00:00+00:00,PSCO,4588.0
2023-04-25 01:00:00+00:00,PSCO,4680.0
2023-04-25 02:00:00+00:00,PSCO,4719.0
2023-04-25 03:00:00+00:00,PSCO,4778.0
2023-04-25 04:00:00+00:00,PSCO,4552.0
2023-04-25 05:00:00+00:00,PSCO,4289.0
2023-04-25 06:00:00+00:00,PSCO,4047.0
2023-04-25 07:00:00+00:00,PSCO,3851.0
2023-04-25 08:00:00+00:00,PSCO,3754.0
2023-04-25 09:00:00+00:00,PSCO,3727.0
2023-04-25 10:00:00+00:00,PSCO,3707.0
2023-04-25 11:00:00+00:00,PSCO,3831.0
2023-04-25 12:00:00+00:00,PSCO,4081.0
2023-04-25 13:00:00+00:00,PSCO,4403.0
2023-04-25 14:00:00+00:00,PSCO,4514.0
2023-04-25 15:00:00+00:00,PSCO,4427.0
2023-04-25 16:00:00+00:00,PSCO,4335.0
2023-04-25 17:00:00+00:00,PSCO,4313.0
2023-04-25 18:00:00+00:00,PSCO,4283.0
2023-04-25 19:00:00+00:00,PSCO,4353.0
2023-04-25 20:00:00+00:00,PSCO,4562.0
2023-04-25 21:00:00+00:00,PSCO,4725.0
2023-04-25 22:00:00+00:00,PSCO,4815.0
2023-04-25 23:00:00+00:00,PSCO,4937.0
2023-04-26 00:00:00+00:00,PSCO,5036.0
2023-04-26 01:00:00+00:00,PSCO,5045.0
2023-04-26 02:00:00+00:00,PSCO,5030.0
2023-04-26 03:00:00+00:00,PSCO,5021.0
2023-04-26 04:00:00+00:00,PSCO,4786.0
2023-04-26 05:00:00+00:00,PSCO,4485.0
2023-04-26 06:00:00+00:00,PSCO,4228.0
2023-04-26 07:00:00+00:00,PSCO,4093.0
2023-04-26 08:00:00+00:00,PSCO,4002.0
2023-04-26 09:00:00+00:00,PSCO,3975.0
2023-04-26 10:00:00+00:00,PSCO,3979.0
2023-04-26 11:00:00+00:00,PSCO,4063.0
2023-04-26 12:00:00+00:00,PSCO,4320.0
2023-04-26 13:00:00+00:00,PSCO,4701.0
2023-04-26 14:00:00+00:00,PSCO,4924.0
2023-04-26 15:00:00+00:00,PSCO,4907.0
2023-04-26 16:00:00+00:00,PSCO,4896.0
2023-04-26 17:00:00+00:00,PSCO,4748.0
2023-04-26 18:00:00+00:00,PSCO,4571.0
2023-04-26 19:00:00+00:00,PSCO,4417.0
2023-04-26 20:00:00+00:00,PSCO,4280.0
2023-04-26 21:00:00+00:00,PSCO,4207.0
2023-04-26 22:00:00+00:00,PSCO,4150.0
2023-04-26 23:00:00+00:00,PSCO,4183.0
2023-04-27 00:00:00+00:00,PSCO,4353.0
2023-04-27 01:00:00+00:00,PSCO,4529.0
2023-04-27 02:00:00+00:00,PSCO,4695.0
2023-04-27 03:00:00+00:00,PSCO,4799.0
2023-04-27 04:00:00+00:00,PSCO,4597.0
2023-04-27 05:00:00+00:00,PSCO,4339.0
2023-04-27 06:00:00+00:00,PSCO,4083.0
2023-04-27 07:00:00+00:00,PSCO,3927.0
2023-04-27 08:00:00+00:00,PSCO,3846.0
2023-04-27 09:00:00+00:00,PSCO,3807.0
2023-04-27 10:00:00+00:00,PSCO,3803.0
2023-04-27 11:00:00+00:00,PSCO,3899.0
2023-04-27 12:00:00+00:00,PSCO,4135.0
2023-04-27 13:00:00+00:00,PSCO,4473.0
2023-04-27 14:00:00+00:00,PSCO,4536.0
2023-04-27 15:00:00+00:00,PSCO,4356.0
2023-04-27 16:00:00+00:00,PSCO,4228.0
2023-04-27 17:00:00+00:00,PSCO,4151.0
2023-04-27 18:00:00+00:00,PSCO,4128.0
2023-04-27 19:00:00+00:00,PSCO,4129.0
2023-04-27 20:00:00+00:00,PSCO,4231.0
2023-04-27 21:00:00+00:00,PSCO,4336.0
2023-04-27 22:00:00+00:00,PSCO,4421.0
2023-04-27 23:00:00+00:00,PSCO,4457.0
2023-04-28 00:00:00+00:00,PSCO,4633.0
2023-04-28 01:00:00+00:00,PSCO,4683.0
2023-04-28 02:00:00+00:00,PSCO,4803.0
2023-04-28 03:00:00+00:00,PSCO,4881.0
2023-04-28 04:00:00+00:00,PSCO,4708.0
2023-04-28 05:00:00+00:00,PSCO,4401.0
2023-04-28 06:00:00+00:00,PSCO,4160.0
2023-04-28 07:00:00+00:00,PSCO,4007.0
2023-04-28 08:00:00+00:00,PSCO,3944.0
2023-04-28 09:00:00+00:00,PSCO,3931.0
2023-04-28 10:00:00+00:00,PSCO,3957.0
2023-04-28 11:00:00+00:00,PSCO,4042.0
2023-04-28 12:00:00+00:00,PSCO,4243.0
2023-04-28 13:00:00+00:00,PSCO,4492.0
2023-04-28 14:00:00+00:00,PSCO,4583.0
2023-04-28 15:00:00+00:00,PSCO,4487.0
2023-04-28 16:00:00+00:00,PSCO,4363.0
2023-04-28 17:00:00+00:00,PSCO,4370.0
2023-04-28 18:00:00+00:00,PSCO,4237.0
2023-04-28 19:00:00+00:00,PSCO,4158.0
2023-04-28 20:00:00+00:00,PSCO,4093.0
2023-04-28 21:00:00+00:00,PSCO,4006.0
2023-04-28 22:00:00+00:00,PSCO,3984.0
2023-04-28 23:00:00+00:00,PSCO,4085.0
2023-04-29 00:00:00+00:00,PSCO,4225.0
2023-04-29 01:00:00+00:00,PSCO,4387.0
2023-04-29 02:00:00+00:00,PSCO,4531.0
2023-04-29 03:00:00+00:00,PSCO,4646.0
2023-04-29 04:00:00+00:00,PSCO,4551.0
2023-04-29 05:00:00+00:00,PSCO,4327.0
2023-04-29 06:00:00+00:00,PSCO,4073.0
2023-04-29 07:00:00+00:00,PSCO,3914.0
2023-04-29 08:00:00+00:00,PSCO,3832.0
2023-04-29 09:00:00+00:00,PSCO,3791.0
2023-04-29 10:00:00+00:00,PSCO,3750.0
2023-04-29 11:00:00+00:00,PSCO,3846.0
2023-04-29 12:00:00+00:00,PSCO,3944.0
2023-04-29 13:00:00+00:00,PSCO,4045.0
2023-04-29 14:00:00+00:00,PSCO,3990.0
2023-04-29 15:00:00+00:00,PSCO,3887.0
2023-04-29 16:00:00+00:00,PSCO,3797.0
2023-04-29 17:00:00+00:00,PSCO,3789.0
2023-04-29 18:00:00+00:00,PSCO,3728.0
2023-04-29 19:00:00+00:00,PSCO,3701.0
2023-04-29 20:00:00+00:00,PSCO,3717.0
2023-04-29 21:00:00+00:00,PSCO,3802.0
2023-04-29 22:00:00+00:00,PSCO,3887.0
2023-04-29 23:00:00+00:00,PSCO,4075.0
2023-04-30 00:00:00+00:00,PSCO,4295.0
2023-04-30 01:00:00+00:00,PSCO,4422.0
2023-04-30 02:00:00+00:00,PSCO,4464.0
2023-04-30 03:00:00+00:00,PSCO,4547.0
2023-04-30 04:00:00+00:00,PSCO,4355.0
2023-04-30 05:00:00+00:00,PSCO,4126.0
2023-04-30 06:00:00+00:00,PSCO,3856.0
2023-04-30 07:00:00+00:00,PSCO,3677.0
2023-04-30 08:00:00+00:00,PSCO,3563.0
2023-04-30 09:00:00+00:00,PSCO,3505.0
2023-04-30 10:00:00+00:00,PSCO,3472.0
2023-04-30 11:00:00+00:00,PSCO,3555.0
2023-04-30 12:00:00+00:00,PSCO,3609.0
2023-04-30 13:00:00+00:00,PSCO,3700.0
2023-04-30 14:00:00+00:00,PSCO,3621.0
2023-04-30 15:00:00+00:00,PSCO,3586.0
2023-04-30 16:00:00+00:00,PSCO,3565.0
2023-04-30 17:00:00+00:00,PSCO,3547.0
2023-04-30 18:00:00+00:00,PSCO,3591.0
2023-04-30 19:00:00+00:00,PSCO,3602.0
2023-04-30 20:00:00+00:00,PSCO,3622.0
2023-04-30 21:00:00+00:00,PSCO,3679.0
2023-04-30 22:00:00+00:00,PSCO,3806.0
2023-04-30 23:00:00+00:00,PSCO,4012.0
2023-05-01 00:00:00+00:00,PSCO,4302.0
2023-05-01 01:00:00+00:00,PSCO,4505.0
2023-05-01 02:00:00+00:00,PSCO,4594.0
2023-05-01 03:00:00+00:00,PSCO,4688.0
2023-05-01 04:00:00+00:00,PSCO,4479.0
2023-05-01 05:00:00+00:00,PSCO,4177.0
2023-05-01 06:00:00+00:00,PSCO,3825.0
