Start_DateTime,Energy_Consumption
2019-02-26 10:32:00,0.0
2019-02-27 11:57:00,3.699
2019-02-27 11:57:00,3.699
2019-02-27 16:39:00,4.682
2019-02-27 16:39:00,4.682
2019-02-27 22:25:00,18.63
2019-02-27 22:25:00,18.63
2019-02-28 12:25:00,4.102
2019-02-28 12:25:00,4.102
2019-02-28 23:27:00,16.19
2019-02-28 23:27:00,16.19
2019-03-01 10:10:00,12.003
2019-03-01 10:10:00,12.003
2019-03-04 08:23:00,16.093
2019-03-04 08:23:00,16.093
2019-03-04 10:01:00,12.82
2019-03-04 10:01:00,12.82
2019-03-04 16:22:00,2.537
2019-03-04 16:22:00,2.537
2019-03-04 18:19:00,3.491
2019-03-04 18:19:00,3.491
2019-03-04 21:15:00,16.388
2019-03-04 21:15:00,16.388
2019-03-05 17:47:00,3.387
2019-03-05 17:47:00,3.387
2019-03-05 20:51:00,9.766
2019-03-05 20:51:00,9.766
2019-03-05 22:08:00,17.218
2019-03-05 22:08:00,17.218
2019-03-06 18:02:00,0.0
2019-03-06 18:02:00,0.0
2019-03-06 18:03:00,0.0
2019-03-06 18:03:00,0.0
2019-03-07 13:25:00,5.712
2019-03-07 13:25:00,5.712
2019-03-07 17:47:00,3.992
2019-03-07 17:47:00,3.992
2019-03-09 18:30:00,9.565
2019-03-09 18:30:00,9.565
2019-03-11 10:36:00,11.785
2019-03-11 10:36:00,11.785
2019-03-11 20:20:00,19.678
2019-03-11 20:20:00,19.678
2019-03-13 12:34:00,18.391
2019-03-13 12:34:00,18.391
2019-03-15 19:06:00,0.0
2019-03-15 19:06:00,0.0
2019-03-15 19:09:00,0.0
2019-03-15 19:09:00,0.0
2019-03-15 19:10:00,0.0
2019-03-15 19:10:00,0.0
2019-03-15 19:12:00,0.0
2019-03-15 19:12:00,0.0
2019-03-16 07:36:00,0.0
2019-03-16 07:36:00,0.0
2019-03-16 07:47:00,0.0
2019-03-16 07:47:00,0.0
2019-03-16 07:48:00,0.0
2019-03-16 07:48:00,0.0
2019-03-16 23:21:00,19.804
2019-03-16 23:21:00,19.804
2019-03-18 06:39:00,15.727
2019-03-18 06:39:00,15.727
2019-03-18 10:49:00,6.701
2019-03-18 10:49:00,6.701
2019-03-18 20:46:00,19.474
2019-03-18 20:46:00,19.474
2019-03-19 06:30:00,14.791
2019-03-19 06:30:00,14.791
2019-03-19 09:59:00,9.373
2019-03-19 09:59:00,9.373
2019-03-20 06:41:00,15.086
2019-03-20 06:41:00,15.086
2019-03-20 10:33:00,5.944
2019-03-20 10:33:00,5.944
2019-03-21 17:17:00,0.0
2019-03-21 17:17:00,0.0
2019-03-21 17:20:00,0.0
2019-03-21 17:20:00,0.0
2019-03-22 06:44:00,13.328
2019-03-22 06:44:00,13.328
2019-03-25 07:09:00,6.602
2019-03-25 07:09:00,6.602
2019-03-27 06:30:00,6.082
